,INPUT:dataset_name,INPUT:model_id,INPUT:topic_id,INPUT:wordset,OUTPUT:quality,OUTPUT:topic_name,OUTPUT:bad_words,llm_score,llm_metric,human_metric
6561,amazon_food,632307fc9f78e26f713e94ed,main96,ingredient color corn allergy puppy source stevia research filler allergic list yellow main human soy,rather_bad,,"{""ingredient"":false,""color"":false,""corn"":false,""allergy"":false,""puppy"":false,""source"":false,""stevia"":false,""research"":false,""filler"":false,""allergic"":false,""list"":false,""yellow"":false,""main"":false,""human"":false,""soy"":false}","[ChatCompletion(id='chatcmpl-9VeyMQiweu3M2W266kfIHQIVGKH0c', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='3', role='assistant', function_call=None, tool_calls=None))], created=1717332694, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=298, total_tokens=299)), ChatCompletion(id='chatcmpl-9VeyMRtE4GCwPScHbpzW86Hc8YkIe', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='2', role='assistant', function_call=None, tool_calls=None))], created=1717332694, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=298, total_tokens=299)), ChatCompletion(id='chatcmpl-9VeyN84DqyTP5qpr4SodD51dEeVuW', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='3', role='assistant', function_call=None, tool_calls=None))], created=1717332695, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=298, total_tokens=299)), ChatCompletion(id='chatcmpl-9VeyNHddkh53u7pjpxBNRWl1A5y6p', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='2', role='assistant', function_call=None, tool_calls=None))], created=1717332695, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=298, total_tokens=299)), ChatCompletion(id='chatcmpl-9VeyOEutCfEPznfRojiO23CanHJUX', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='3', role='assistant', function_call=None, tool_calls=None))], created=1717332696, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=298, total_tokens=299))]",2.6,2
9152,amazon_food,6326058b326449942d83d2b9,main18,far butter peanut recently consistency we've supermarket reasonable newman's walmart hopefully blow they'd macadamia apricot,rather_bad,,"{""far"":false,""butter"":false,""peanut"":false,""recently"":false,""consistency"":false,""we've"":false,""supermarket"":false,""reasonable"":false,""newman's"":false,""walmart"":false,""hopefully"":false,""blow"":false,""they'd"":false,""macadamia"":false,""apricot"":false}","[ChatCompletion(id='chatcmpl-9VeyOu5Zjg8HKG7hiEIhmSYIefUnu', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='1', role='assistant', function_call=None, tool_calls=None))], created=1717332696, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=341, total_tokens=342)), ChatCompletion(id='chatcmpl-9VeyPUxYhrb6pFaDPd6tGij0l5xB7', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='1', role='assistant', function_call=None, tool_calls=None))], created=1717332697, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=341, total_tokens=342)), ChatCompletion(id='chatcmpl-9VeyPYj4xXbNj1adSSSPQSPS7RZKW', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='1', role='assistant', function_call=None, tool_calls=None))], created=1717332697, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=341, total_tokens=342)), ChatCompletion(id='chatcmpl-9VeyQd6Nk50a5JC0x8g6LbBvsNlsp', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='1', role='assistant', function_call=None, tool_calls=None))], created=1717332698, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=341, total_tokens=342)), ChatCompletion(id='chatcmpl-9VeyQsHxlkVgZjGgpSTWdGnUUjZk3', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='1', role='assistant', function_call=None, tool_calls=None))], created=1717332698, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=341, total_tokens=342))]",1.0,2
6959,amazon_food,63230c61b8301ca38b7ffbde,main99,able amaze fill glad stop daily fantastic move prime plenty empty subtle job strongly litter,rather_bad,,"{""able"":false,""amaze"":false,""fill"":false,""glad"":false,""stop"":false,""daily"":false,""fantastic"":false,""move"":false,""prime"":false,""plenty"":false,""empty"":false,""subtle"":false,""job"":false,""strongly"":false,""litter"":false}","[ChatCompletion(id='chatcmpl-9VeyRet1AdII9HNTinDy2cr1a7rwC', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='1', role='assistant', function_call=None, tool_calls=None))], created=1717332699, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=280, total_tokens=281)), ChatCompletion(id='chatcmpl-9VeyRWhj2C58gtCmHOLr6Zmyuwf64', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='1', role='assistant', function_call=None, tool_calls=None))], created=1717332699, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=280, total_tokens=281)), ChatCompletion(id='chatcmpl-9VeyRcKpMjqYNwTnkIzzuZvkTb3Qf', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='1', role='assistant', function_call=None, tool_calls=None))], created=1717332699, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=280, total_tokens=281)), ChatCompletion(id='chatcmpl-9VeyS769oLYAsfwFkYE8lEh1IfrCX', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='1', role='assistant', function_call=None, tool_calls=None))], created=1717332700, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=280, total_tokens=281)), ChatCompletion(id='chatcmpl-9VeySvdmbHPC4TGnzECtpl3764xvR', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='1', role='assistant', function_call=None, tool_calls=None))], created=1717332700, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=280, total_tokens=281))]",1.0,2
6541,amazon_food,632620474fecb0a9aa0a8534,main47,less calorie protein amount low fat fiber weight sodium gram substitute carbs lower lose diet,rather_good,Low calorie diets ,"{""less"":false,""calorie"":false,""protein"":false,""amount"":false,""low"":false,""fat"":false,""fiber"":false,""weight"":false,""sodium"":false,""gram"":false,""substitute"":true,""carbs"":false,""lower"":false,""lose"":false,""diet"":false}","[ChatCompletion(id='chatcmpl-9VeyTl2u8rdWPn0d8TxGdMbywJpES', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='4', role='assistant', function_call=None, tool_calls=None))], created=1717332701, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=282, total_tokens=283)), ChatCompletion(id='chatcmpl-9VeyTRNdJJNtvcO8uxFZ2s5TjFgBw', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='4', role='assistant', function_call=None, tool_calls=None))], created=1717332701, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=282, total_tokens=283)), ChatCompletion(id='chatcmpl-9VeyU7rjQDFtfpJKQm9w9OSRO2dkB', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='4', role='assistant', function_call=None, tool_calls=None))], created=1717332702, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=282, total_tokens=283)), ChatCompletion(id='chatcmpl-9VeyU48U4C4Zv4Eo8EqpsSu4ABca3', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='4', role='assistant', function_call=None, tool_calls=None))], created=1717332702, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=282, total_tokens=283)), ChatCompletion(id='chatcmpl-9VeyUXycRam0GmzASDFIF0zbM9KKm', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='4', role='assistant', function_call=None, tool_calls=None))], created=1717332702, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=282, total_tokens=283))]",4.0,3
2221,amazon_food,63230d74dca999f95522b3ea,main6,bottle shipping grocery cost carry available pay subscribe delivery local pleased per free cheaper seller,rather_good,Grocery,"{""bottle"":true,""shipping"":false,""grocery"":false,""cost"":false,""carry"":false,""available"":false,""pay"":false,""subscribe"":true,""delivery"":false,""local"":false,""pleased"":true,""per"":false,""free"":false,""cheaper"":false,""seller"":false}","[ChatCompletion(id='chatcmpl-9VeyVR8Saf9b0UTYNn6KaWu7sTG1E', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='2', role='assistant', function_call=None, tool_calls=None))], created=1717332703, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=306, total_tokens=307)), ChatCompletion(id='chatcmpl-9VeyVRaaJGQKxXuRyikSBWqzEiQ9O', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='3', role='assistant', function_call=None, tool_calls=None))], created=1717332703, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=306, total_tokens=307)), ChatCompletion(id='chatcmpl-9VeyWlkbxqBy7y5HH85s8YoGLJRRu', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='2', role='assistant', function_call=None, tool_calls=None))], created=1717332704, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=306, total_tokens=307)), ChatCompletion(id='chatcmpl-9VeyWzhQyRZEKVxVvufHvFKvNAykG', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='3', role='assistant', function_call=None, tool_calls=None))], created=1717332704, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=306, total_tokens=307)), ChatCompletion(id='chatcmpl-9VeyXrpxV9gHEHL0p0qjn4BAkItyX', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='2', role='assistant', function_call=None, tool_calls=None))], created=1717332705, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=306, total_tokens=307))]",2.4,3
3367,amazon_food,632603cebd3239d091ddf08e,main58,perfect fresh honey packaging cracker plastic condition lover fit convenience packed sit package described mini,rather_good,Product,"{""perfect"":false,""fresh"":false,""honey"":true,""packaging"":false,""cracker"":true,""plastic"":false,""condition"":false,""lover"":false,""fit"":false,""convenience"":false,""packed"":false,""sit"":true,""package"":false,""described"":false,""mini"":false}","[ChatCompletion(id='chatcmpl-9VeyX1xC0O20xuFK4QViVpgvCZp2X', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='2', role='assistant', function_call=None, tool_calls=None))], created=1717332705, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=318, total_tokens=319)), ChatCompletion(id='chatcmpl-9VeyYCcVDEFDnVeHdJOkUCPVh1pZp', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='1', role='assistant', function_call=None, tool_calls=None))], created=1717332706, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=318, total_tokens=319)), ChatCompletion(id='chatcmpl-9VeyYPgpc4gzVd4HeJ81spxZyuvZN', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='2', role='assistant', function_call=None, tool_calls=None))], created=1717332706, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=318, total_tokens=319)), ChatCompletion(id='chatcmpl-9VeyZOowwme8m9VKtpaBqnhmGxW2u', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='2', role='assistant', function_call=None, tool_calls=None))], created=1717332707, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=318, total_tokens=319)), ChatCompletion(id='chatcmpl-9VeyZYfhoTLhDqOBdnSGSc3UvMRV2', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='2', role='assistant', function_call=None, tool_calls=None))], created=1717332707, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=318, total_tokens=319))]",1.8,3
7242,amazon_food,63231a39f30064faf33e66fb,main16,enjoy strong morning brew bitter blend packet perfect aftertaste starbucks regular cold iced mild indiv,rather_good,Coffee,"{""enjoy"":false,""strong"":false,""morning"":false,""brew"":false,""bitter"":false,""blend"":false,""packet"":false,""perfect"":false,""aftertaste"":false,""starbucks"":false,""regular"":false,""cold"":false,""iced"":false,""mild"":false,""indiv"":true}","[ChatCompletion(id='chatcmpl-9Veyam1Pec2qaG18NkPOLjFOOBXuD', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='4', role='assistant', function_call=None, tool_calls=None))], created=1717332708, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=302, total_tokens=303)), ChatCompletion(id='chatcmpl-9VeyaSljq2HY611vRCHOijJ5Nix8B', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='4', role='assistant', function_call=None, tool_calls=None))], created=1717332708, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=302, total_tokens=303)), ChatCompletion(id='chatcmpl-9Veybqal6YhCBOVVjyKWsLgEWcy7e', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='3', role='assistant', function_call=None, tool_calls=None))], created=1717332709, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=302, total_tokens=303)), ChatCompletion(id='chatcmpl-9VeybPZjF5PnqIe6wvHcoSaxneZEx', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='3', role='assistant', function_call=None, tool_calls=None))], created=1717332709, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=302, total_tokens=303)), ChatCompletion(id='chatcmpl-9VeycUgURhziG9PRnxnuIOyNKJjLo', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='4', role='assistant', function_call=None, tool_calls=None))], created=1717332710, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=302, total_tokens=303))]",3.6,3
7030,amazon_food,63231259a8551b213999c0b5,main43,strong prefer bold medium cherry ginger stronger orange kona chamomile bitterness intense wake cola slight,rather_good,Drinks,"{""strong"":true,""prefer"":false,""bold"":true,""medium"":false,""cherry"":true,""ginger"":true,""stronger"":true,""orange"":true,""kona"":false,""chamomile"":true,""bitterness"":false,""intense"":true,""wake"":false,""cola"":true,""slight"":false}","[ChatCompletion(id='chatcmpl-9VeycVvC8IFXlym6FcHuIkd9nYxWO', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='2', role='assistant', function_call=None, tool_calls=None))], created=1717332710, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=308, total_tokens=309)), ChatCompletion(id='chatcmpl-9VeydgOeIaZUnAbFcQ6YkZrEMhRbP', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='2', role='assistant', function_call=None, tool_calls=None))], created=1717332711, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=308, total_tokens=309)), ChatCompletion(id='chatcmpl-9VeydTgRrtJ9038Jx94tKJi0DxROa', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='2', role='assistant', function_call=None, tool_calls=None))], created=1717332711, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=308, total_tokens=309)), ChatCompletion(id='chatcmpl-9VeyeSshfGmzXxdEFtkhdau8DVgAI', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='2', role='assistant', function_call=None, tool_calls=None))], created=1717332712, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=308, total_tokens=309)), ChatCompletion(id='chatcmpl-9VeyeAwgBgxuRpX3sFd1PZ9xWeRau', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='2', role='assistant', function_call=None, tool_calls=None))], created=1717332712, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=308, total_tokens=309))]",2.0,3
221,lenta_ru,631b86ca19a5c21ffa454150,main7,евро пятница достигать пункт мировой курс показатель стоять судья торги устраивать снижаться валюта испания торговля,bad,,"{""устраивать"":false,""курс"":false,""достигать"":false,""евро"":false,""судья"":false,""пункт"":false,""стоять"":false,""мировой"":false,""валюта"":false,""торговля"":false,""торги"":false,""испания"":false,""пятница"":false,""показатель"":false,""снижаться"":false}","[ChatCompletion(id='chatcmpl-9VeyfhqrCqte1KiN6FsNzawkQwCRj', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='1', role='assistant', function_call=None, tool_calls=None))], created=1717332713, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=334, total_tokens=335)), ChatCompletion(id='chatcmpl-9VeyfbWBfgMLVyHzlyazdSdg0deb0', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='1', role='assistant', function_call=None, tool_calls=None))], created=1717332713, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=334, total_tokens=335)), ChatCompletion(id='chatcmpl-9VeygSwwLayDEoGIMVjDQQyTVEZ2k', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='2', role='assistant', function_call=None, tool_calls=None))], created=1717332714, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=334, total_tokens=335)), ChatCompletion(id='chatcmpl-9VeygpqDyUHsD9YhddBCT4XaP8rRq', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='2', role='assistant', function_call=None, tool_calls=None))], created=1717332714, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=334, total_tokens=335)), ChatCompletion(id='chatcmpl-9VeyhEmssfriyMZYJ9vUNekYaF80y', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='1', role='assistant', function_call=None, tool_calls=None))], created=1717332715, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=334, total_tokens=335))]",1.4,1
1013,lenta_ru,631b8a903cf48bd97d2c296c,main89,шайба норвегия забросить преимущество крис ванкувер бостон решающий козлов розыгрыш норвежец пхенчхан ковальчук марат research,bad,,"{""шайба"":false,""норвегия"":false,""забросить"":false,""преимущество"":false,""крис"":false,""ванкувер"":false,""бостон"":false,""решающий"":false,""козлов"":false,""розыгрыш"":false,""норвежец"":false,""пхенчхан"":false,""ковальчук"":false,""марат"":false,""research"":false}","[ChatCompletion(id='chatcmpl-9VeyhL1T57rRXDP7WzguY3sB3goCf', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='1', role='assistant', function_call=None, tool_calls=None))], created=1717332715, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=350, total_tokens=351)), ChatCompletion(id='chatcmpl-9VeyhX2aBreWHBlNvspR9biG3p0uw', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='1', role='assistant', function_call=None, tool_calls=None))], created=1717332715, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=350, total_tokens=351)), ChatCompletion(id='chatcmpl-9VeyiML3TTNEjstaHya7JTyvHlw8O', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='1', role='assistant', function_call=None, tool_calls=None))], created=1717332716, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=350, total_tokens=351)), ChatCompletion(id='chatcmpl-9VeyiNWx2G5hGS9zcun81KBlKEkIS', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='1', role='assistant', function_call=None, tool_calls=None))], created=1717332716, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=350, total_tokens=351)), ChatCompletion(id='chatcmpl-9VeyjkxCXZKxBoc3iQmK1N4NNhuq5', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='1', role='assistant', function_call=None, tool_calls=None))], created=1717332717, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=350, total_tokens=351))]",1.0,1
4351,lenta_ru,631b86e479ac792348a7ccac,main37,строительство здание улица городской построить объект участок столица планироваться жилой комплекс столичный департамент реконструкция земельный,bad,,"{""строительство"":false,""здание"":false,""улица"":false,""городской"":false,""построить"":false,""объект"":false,""участок"":false,""столица"":false,""планироваться"":false,""жилой"":false,""комплекс"":false,""столичный"":false,""департамент"":false,""реконструкция"":false,""земельный"":false}","[ChatCompletion(id='chatcmpl-9VeyjlpTCyMIlzIpfzWXF1Jclle3h', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='4', role='assistant', function_call=None, tool_calls=None))], created=1717332717, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=389, total_tokens=390)), ChatCompletion(id='chatcmpl-9VeykScPaPgps0Bn2Sj7s24eijbq4', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='4', role='assistant', function_call=None, tool_calls=None))], created=1717332718, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=389, total_tokens=390)), ChatCompletion(id='chatcmpl-9Veykt3sz87viVUIL1vmRFpaZVch4', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='4', role='assistant', function_call=None, tool_calls=None))], created=1717332718, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=389, total_tokens=390)), ChatCompletion(id='chatcmpl-9VeykNwWzf93vNHBeifKeSj32kgn1', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='4', role='assistant', function_call=None, tool_calls=None))], created=1717332718, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=389, total_tokens=390)), ChatCompletion(id='chatcmpl-9Veyl3GywgNOBRdRmceJJIoeVhhR5', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='4', role='assistant', function_call=None, tool_calls=None))], created=1717332719, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=389, total_tokens=390))]",4.0,1
